year,team,portal_inbound_count,portal_outbound_count,portal_net_count,portal_inbound_rating,portal_net_rating
2024,Weber State,5.0,7.0,-2.0,0.87,-3.3600000000000003
2024,West Florida,1.0,0.0,1.0,0.0,0.0
2024,West Georgia,3.0,2.0,1.0,0.87,-0.7899999999999999
2024,West Liberty,0.0,1.0,-1.0,0.0,-0.84
2024,West Virginia,13.0,25.0,-12.0,11.27,-1.4299999999999997
2024,West Virginia State,0.0,1.0,-1.0,0.0,-0.82
2024,Western Carolina,0.0,2.0,-2.0,0.0,-1.72
2024,Western Illinois,5.0,1.0,4.0,0.0,-0.81
2024,Western Kentucky,21.0,30.0,-9.0,12.719999999999999,4.929999999999999
2024,Western Michigan,11.0,23.0,-12.0,8.43,5.89
2024,William & Mary,2.0,1.0,1.0,0.0,-0.9
2024,Wisconsin,16.0,24.0,-8.0,12.36,-1.4700000000000006
2024,Wofford,3.0,2.0,1.0,0.0,0.0
2024,Wyoming,3.0,13.0,-10.0,2.5,0.81
2024,Yale,0.0,5.0,-5.0,0.0,-3.44
2024,Youngstown State,8.0,8.0,0.0,0.0,-5.14
2025,Abilene Christian,17.0,7.0,10.0,0.86,-3.4600000000000004
2025,Adams State,0.0,1.0,-1.0,0.0,0.0
2025,Air Force,0.0,12.0,-12.0,0.0,-2.5
2025,Akron,17.0,20.0,-3.0,9.9,2.33
2025,Alabama,11.0,26.0,-15.0,9.67,-10.639999999999999
2025,Alabama A&M,2.0,10.0,-8.0,0.0,-5.05
2025,Alabama State,6.0,6.0,0.0,0.0,-0.82
2025,Albany,4.0,6.0,-2.0,0.0,-2.56
2025,Alcorn State,4.0,3.0,1.0,0.82,-0.86
2025,American River C.C.,1.0,0.0,1.0,0.0,0.0
2025,Anderson,2.0,0.0,2.0,0.0,0.0
2025,Angelo State,0.0,2.0,-2.0,0.0,-0.83
2025,App State,32.0,43.0,-11.0,22.43,7.140000000000001
2025,Arizona,30.0,38.0,-8.0,24.78,9.430000000000001
2025,Arizona State,17.0,22.0,-5.0,14.51,3.7200000000000006
2025,Arkansas,31.0,43.0,-12.0,25.11,1.8999999999999986
2025,Arkansas State,32.0,29.0,3.0,17.34,8.93
2025,Arkansas-Pine Bluff,1.0,6.0,-5.0,0.0,-2.54
2025,Army,0.0,11.0,-11.0,0.0,-4.3
2025,Ashland University,1.0,0.0,1.0,0.0,0.0
2025,Auburn,21.0,27.0,-6.0,17.51,-2.129999999999999
2025,Austin Peay,23.0,8.0,15.0,4.99,-0.040000000000000036
2025,BYU,13.0,29.0,-16.0,10.93,-0.8599999999999994
2025,Ball State,24.0,34.0,-10.0,11.61,2.2699999999999996
2025,Baylor,23.0,17.0,6.0,18.83,13.719999999999999
2025,Bemidji State,0.0,1.0,-1.0,0.0,-0.86
2025,Benedict College,1.0,1.0,0.0,0.0,0.0
2025,Bethel,0.0,1.0,-1.0,0.0,-0.87
2025,Bethune-Cookman,5.0,5.0,0.0,0.85,-2.46
2025,Boise State,12.0,19.0,-7.0,5.1,0.05999999999999961
2025,Boston College,15.0,19.0,-4.0,11.93,2.6400000000000006
2025,Bowie State,0.0,1.0,-1.0,0.0,0.0
2025,Bowling Green,21.0,29.0,-8.0,15.85,5.67
2025,British Columbia,1.0,0.0,1.0,0.0,0.0
2025,Brown,0.0,3.0,-3.0,0.0,-2.48
2025,Bryant,5.0,1.0,4.0,0.0,0.0
2025,Bucknell,4.0,5.0,-1.0,0.0,-1.6600000000000001
2025,Buffalo,8.0,10.0,-2.0,2.45,0.8400000000000001
2025,Butler,4.0,4.0,0.0,0.0,-2.5
2025,CSU-Pueblo,2.0,0.0,2.0,0.0,0.0
2025,Cal Poly,8.0,7.0,1.0,0.0,-4.16
2025,California,36.0,34.0,2.0,26.56,6.119999999999997
2025,Campbell,7.0,11.0,-4.0,0.0,-5.93
2025,Campbellsville,0.0,2.0,-2.0,0.0,0.0
2025,Carson-Newman College,1.0,1.0,0.0,0.0,0.0
2025,Central Arkansas,10.0,3.0,7.0,0.0,-2.53
2025,Central Connecticut,2.0,1.0,1.0,0.0,-0.91
2025,Central Michigan,10.0,19.0,-9.0,4.99,-0.8699999999999992
2025,Central Missouri,2.0,2.0,0.0,0.0,-1.63
2025,Central Missouri State,0.0,1.0,-1.0,0.0,-0.85
2025,Central Oklahoma,3.0,1.0,2.0,0.0,-0.88
2025,Central Washington,2.0,0.0,2.0,0.0,0.0
2025,Charleston Southern,4.0,4.0,0.0,0.0,-0.85
2025,Charlotte,34.0,44.0,-10.0,24.18,7.16
2025,Chattanooga,6.0,15.0,-9.0,0.81,-9.34
2025,Cincinnati,20.0,13.0,7.0,16.25,8.68
2025,Cisco College,1.0,0.0,1.0,0.0,0.0
2025,Clarion,1.0,0.0,1.0,0.0,0.0
2025,Clark Atlanta,0.0,1.0,-1.0,0.0,0.0
2025,Clemson,4.0,9.0,-5.0,2.61,-4.3100000000000005
2025,Coastal Carolina,30.0,49.0,-19.0,20.119999999999997,5.009999999999998
2025,Coffeyville C.C.,4.0,0.0,4.0,0.0,0.0
2025,Colgate,0.0,3.0,-3.0,0.0,-1.7
2025,College of Idaho,0.0,1.0,-1.0,0.0,0.0
2025,College of San Mateo,3.0,0.0,3.0,0.0,0.0
2025,Colorado,33.0,34.0,-1.0,26.79,9.780000000000001
2025,Colorado School Of Mines,2.0,0.0,2.0,0.0,0.0
2025,Colorado State,18.0,13.0,5.0,11.74,4.090000000000001
2025,Columbia,0.0,5.0,-5.0,0.0,-3.41
2025,Concord University,2.0,1.0,1.0,0.0,0.0
2025,Cornell,0.0,5.0,-5.0,0.0,-2.4899999999999998
2025,Dartmouth,0.0,7.0,-7.0,0.0,-4.1899999999999995
2025,Davenport,1.0,0.0,1.0,0.0,0.0
2025,Davidson,0.0,4.0,-4.0,0.0,0.0
2025,Dayton,3.0,1.0,2.0,0.0,-0.85
2025,Delaware,8.0,3.0,5.0,1.65,-0.030000000000000027
2025,Delaware State,8.0,3.0,5.0,1.72,0.9
2025,Drake,2.0,2.0,0.0,0.0,-0.85
2025,Duke,9.0,13.0,-4.0,7.72,0.9400000000000004
2025,Duquesne,8.0,2.0,6.0,0.0,-1.69
2025,East Carolina,24.0,31.0,-7.0,10.79,1.459999999999999
2025,East Central (OK),0.0,1.0,-1.0,0.0,0.0
2025,East Central C.C.,2.0,0.0,2.0,0.0,0.0
2025,East Mississippi C.C.,1.0,0.0,1.0,0.0,0.0
2025,East Tennessee State,27.0,9.0,18.0,2.4699999999999998,-4.17
2025,East Texas A&M,5.0,4.0,1.0,0.0,-1.67
2025,Eastern Illinois,3.0,3.0,0.0,0.8,-0.9199999999999999
2025,Eastern Kentucky,3.0,2.0,1.0,0.0,-1.73
2025,Eastern Michigan,20.0,30.0,-10.0,6.6,-5.15
2025,Eastern Washington,5.0,4.0,1.0,0.85,-0.86
2025,Edward Waters,1.0,1.0,0.0,0.0,0.0
2025,Elon,2.0,11.0,-9.0,0.0,-7.66
2025,Emory & Henry College,0.0,3.0,-3.0,0.0,-2.58
2025,Emporia State University,2.0,0.0,2.0,0.0,0.0
2025,Fayetteville State,1.0,1.0,0.0,0.0,0.0
2025,Ferris State,3.0,9.0,-6.0,0.0,-6.77
2025,Florida,8.0,20.0,-12.0,5.98,-5.309999999999999
2025,Florida A&M,17.0,5.0,12.0,0.0,-3.34
2025,Florida Atlantic,38.0,36.0,2.0,20.82,9.92
2025,Florida International,23.0,36.0,-13.0,9.19,-5.24
2025,Florida Memorial University,1.0,1.0,0.0,0.0,-0.84
2025,Florida State,22.0,34.0,-12.0,19.34,-4.050000000000001
2025,Fordham,0.0,2.0,-2.0,0.0,-1.66
2025,Fort Hays State,4.0,0.0,4.0,0.86,0.86
2025,Fort Valley State,0.0,3.0,-3.0,0.0,-0.84
2025,Franklin Pierce,0.0,1.0,-1.0,0.0,0.0
2025,Fresno State,21.0,26.0,-5.0,10.82,1.5700000000000003
2025,Furman,3.0,3.0,0.0,1.7,-0.8099999999999998
2025,Gannon,0.0,1.0,-1.0,0.0,-0.82
2025,Garden City C.C. ,3.0,0.0,3.0,0.0,0.0
2025,Gardner-Webb,10.0,8.0,2.0,0.82,-2.47
2025,Georgetown,1.0,3.0,-2.0,0.0,0.0
2025,Georgia,10.0,20.0,-10.0,8.84,-4.41
2025,Georgia Military,1.0,0.0,1.0,0.0,0.0
2025,Georgia Military College Prep,2.0,0.0,2.0,0.0,0.0
2025,Georgia Southern,16.0,18.0,-2.0,7.49,0.8200000000000003
2025,Georgia State,27.0,37.0,-10.0,19.27,7.33
2025,Georgia Tech,23.0,33.0,-10.0,18.1,1.1300000000000026
2025,Glenville State ,0.0,2.0,-2.0,0.0,0.0
2025,Grambling,4.0,5.0,-1.0,0.0,-3.41
2025,Grand Valley State University,3.0,2.0,1.0,0.0,-1.69
2025,Greeneville,0.0,1.0,-1.0,0.0,-0.82
2025,Hampton,4.0,10.0,-6.0,0.0,-7.52
2025,Harding University,3.0,1.0,2.0,0.0,-0.83
2025,Harvard,0.0,10.0,-10.0,0.0,-3.3499999999999996
2025,Hawai'i,13.0,25.0,-12.0,6.58,0.6900000000000004
2025,Henderson State,1.0,1.0,0.0,0.0,0.0
2025,Hinds C.C.,3.0,0.0,3.0,0.0,0.0
2025,Holmes C.C.,1.0,0.0,1.0,0.0,0.0
2025,Holy Cross,3.0,8.0,-5.0,0.0,-5.08
2025,Hope ,1.0,0.0,1.0,0.0,0.0
2025,Houston,28.0,28.0,0.0,20.65,8.669999999999998
2025,Houston Christian,15.0,10.0,5.0,0.0,-3.4
2025,Howard,0.0,1.0,-1.0,0.0,-0.83
2025,Hudson Valley,12.0,12.0,0.0,7.5,4.029999999999999
2025,Idaho,8.0,20.0,-12.0,0.84,-12.79
2025,Idaho State,6.0,6.0,0.0,0.0,-3.4
2025,Illinois,18.0,24.0,-6.0,12.95,3.6899999999999995
2025,Illinois State,7.0,6.0,1.0,0.0,-4.39
2025,Incarnate Word,13.0,8.0,5.0,0.84,-6.01
2025,Independence C.C.,1.0,0.0,1.0,0.86,0.86
2025,Indiana,23.0,27.0,-4.0,18.14,2.290000000000001
2025,Indiana State,8.0,4.0,4.0,0.0,-0.84
2025,Indiana Wesleyan,0.0,1.0,-1.0,0.0,0.0
2025,Indianapolis,1.0,2.0,-1.0,0.0,-0.83
2025,Iowa,9.0,22.0,-13.0,7.76,0.13999999999999968
2025,Iowa Central C.C.,2.0,0.0,2.0,0.0,0.0
2025,Iowa State,8.0,17.0,-9.0,6.91,0.07000000000000028
2025,Iowa Western C.C.,2.0,0.0,2.0,0.0,0.0
2025,Itawamba C.C.,2.0,0.0,2.0,0.0,0.0
2025,Jackson State,10.0,3.0,7.0,0.0,-0.87
2025,Jacksonville State,22.0,27.0,-5.0,13.19,-1.1999999999999993
2025,James Madison,29.0,26.0,3.0,16.78,7.540000000000001
2025,Johnson C Smith,2.0,1.0,1.0,0.0,-0.81
2025,Kansas,27.0,17.0,10.0,21.35,17.12
2025,Kansas State,16.0,26.0,-10.0,12.879999999999999,2.6999999999999993
2025,Keiser (Fl),1.0,1.0,0.0,0.85,0.010000000000000009
2025,Kennesaw State,27.0,23.0,4.0,16.36,8.85
2025,Kent State,12.0,30.0,-18.0,4.95,-5.13
2025,Kentucky,25.0,30.0,-5.0,21.82,-0.379999999999999
2025,Kentucky Wesleyan,0.0,1.0,-1.0,0.0,0.0
2025,Kilgore College,3.0,0.0,3.0,0.0,0.0
2025,King's College,0.0,1.0,-1.0,0.0,0.0
2025,LAKELAND,0.0,1.0,-1.0,0.0,-0.83
2025,LIU Post,0.0,5.0,-5.0,0.0,-3.33
2025,LSU,18.0,23.0,-5.0,15.290000000000001,-0.20999999999999908
2025,Lafayette,3.0,5.0,-2.0,0.0,-2.5
2025,Lake Erie College,1.0,0.0,1.0,0.0,0.0
2025,Lamar,4.0,1.0,3.0,0.0,-0.78
2025,Lane College,1.0,0.0,1.0,0.0,0.0
2025,Lehigh,1.0,0.0,1.0,0.0,0.0
2025,Lenoir-Rhyne,2.0,1.0,1.0,0.85,0.85
2025,Liberty,20.0,28.0,-8.0,9.98,-0.1899999999999995
2025,Limestone,0.0,3.0,-3.0,0.0,-1.6600000000000001
2025,Limestone University,0.0,1.0,-1.0,0.0,-0.86
2025,Lindenwood,8.0,4.0,4.0,0.81,-0.9299999999999999
2025,Louisiana,5.0,12.0,-7.0,3.34,-3.4800000000000004
2025,Louisiana Tech,9.0,33.0,-24.0,5.77,-5.99
2025,Louisville,30.0,30.0,0.0,24.93,4.379999999999999
2025,MANITOBA,0.0,1.0,-1.0,0.0,-0.86
2025,Maine,6.0,4.0,2.0,0.0,-0.86
2025,Marian College,0.0,1.0,-1.0,0.0,-0.9
2025,Mars Hill,1.0,0.0,1.0,0.0,0.0
2025,Marshall,52.0,56.0,-4.0,19.9,0.46000000000000085
2025,Mary Hardin-Baylor,1.0,2.0,-1.0,0.0,-1.64
2025,Maryland,15.0,31.0,-16.0,13.04,-8.21
2025,Massachusetts,35.0,27.0,8.0,18.12,12.23
2025,McKendree,0.0,1.0,-1.0,0.0,0.0
2025,McNeese,6.0,9.0,-3.0,0.0,-4.26
2025,Memphis,36.0,32.0,4.0,23.61,9.299999999999999
2025,Mercer,8.0,5.0,3.0,1.62,-2.62
2025,Mercyhurst College,1.0,1.0,0.0,0.0,-0.85
2025,Merrimack,2.0,2.0,0.0,0.0,-1.7
2025,Miami,18.0,20.0,-2.0,15.18,0.5
2025,Miami (OH),16.0,12.0,4.0,10.81,7.260000000000001
2025,Michigan,17.0,30.0,-13.0,13.78,-4.8100000000000005
2025,Michigan State,23.0,23.0,0.0,19.79,7.91
2025,Middle Tennessee,12.0,31.0,-19.0,10.0,3.33
2025,Midwestern State,1.0,0.0,1.0,0.0,0.0
2025,Miles College,0.0,1.0,-1.0,0.0,0.0
2025,Millersville,0.0,1.0,-1.0,0.0,-0.81
2025,Minnesota,21.0,20.0,1.0,15.53,4.52
2025,Minnesota State Mankato,1.0,0.0,1.0,0.0,0.0
2025,Mississippi College,0.0,1.0,-1.0,0.0,-0.81
2025,Mississippi State,32.0,35.0,-3.0,26.05,3.9499999999999993
2025,Mississippi Valley State,4.0,2.0,2.0,0.0,0.0
2025,Missouri,21.0,24.0,-3.0,18.27,4.42
2025,Missouri S&T,1.0,0.0,1.0,0.0,0.0
2025,Missouri State,15.0,12.0,3.0,2.51,-3.38
2025,Monmouth,5.0,3.0,2.0,0.0,-2.56
2025,Montana,12.0,3.0,9.0,0.83,-1.7399999999999998
2025,Montana State,3.0,5.0,-2.0,2.52,-0.9700000000000002
2025,Morehead State,1.0,1.0,0.0,0.0,0.0
2025,Morgan State,2.0,2.0,0.0,0.0,-0.84
2025,Mt. San Antonio College,1.0,0.0,1.0,0.0,0.0
2025,Murray State,3.0,5.0,-2.0,0.0,-0.84
2025,NC State,18.0,19.0,-1.0,14.58,3.25
2025,Navarro College,3.0,0.0,3.0,0.0,0.0
2025,Navy,0.0,5.0,-5.0,0.0,-0.82
2025,Nebraska,15.0,40.0,-25.0,13.09,-5.829999999999998
2025,Nebraska-Kearney,2.0,1.0,1.0,0.0,-0.82
2025,Nevada,20.0,31.0,-11.0,11.61,2.99
2025,New Hampshire,2.0,3.0,-1.0,0.0,-0.8
2025,New Haven,2.0,1.0,1.0,0.0,-0.86
2025,New Mexico,35.0,36.0,-1.0,22.47,9.85
2025,New Mexico Highlands,1.0,0.0,1.0,0.0,0.0
2025,New Mexico State,21.0,33.0,-12.0,10.709999999999999,-2.0
2025,Newberry,3.0,3.0,0.0,0.0,0.0
2025,Nicholls,4.0,2.0,2.0,0.0,-0.85
2025,Norfolk State,7.0,5.0,2.0,0.86,-1.6600000000000001
2025,North Alabama,9.0,8.0,1.0,2.42,-3.54
2025,North Carolina,39.0,55.0,-16.0,31.28,3.990000000000002
2025,North Carolina A&T,2.0,10.0,-8.0,0.0,-4.21
2025,North Carolina Central,0.0,3.0,-3.0,0.0,-1.7
2025,North Central College,1.0,0.0,1.0,0.0,0.0
2025,North Dakota,8.0,0.0,8.0,0.0,0.0
2025,North Dakota State,3.0,5.0,-2.0,0.81,-3.4999999999999996
2025,North Texas,34.0,49.0,-15.0,21.55,5.57
2025,Northeast Mississippi C.C.,1.0,0.0,1.0,0.0,0.0
2025,Northeastern Oklahoma A&M,1.0,0.0,1.0,0.0,0.0
2025,Northeastern State,1.0,0.0,1.0,0.0,0.0
2025,Northern Arizona,4.0,7.0,-3.0,0.0,-4.2
2025,Northern Colorado,4.0,3.0,1.0,0.0,0.0
2025,Northern Illinois,5.0,26.0,-21.0,0.82,-9.44
2025,Northern Iowa,4.0,6.0,-2.0,0.0,-2.56
2025,Northern Michigan,0.0,1.0,-1.0,0.0,-0.81
2025,Northern State,1.0,0.0,1.0,0.84,0.84
2025,Northwest Mississippi C.C.,3.0,0.0,3.0,0.0,0.0
2025,Northwest Missouri St,2.0,5.0,-3.0,0.0,-2.56
2025,Northwestern,14.0,12.0,2.0,11.9,4.210000000000001
2025,Northwestern State,7.0,3.0,4.0,0.0,-1.67
2025,Northwood (MI),1.0,0.0,1.0,0.0,0.0
2025,Notre Dame,8.0,14.0,-6.0,6.09,-3.4299999999999997
2025,Ohio,21.0,16.0,5.0,10.71,3.130000000000001
2025,Ohio Dominican,0.0,2.0,-2.0,0.0,0.0
2025,Ohio State,11.0,15.0,-4.0,7.97,-3.1000000000000005
2025,Oklahoma,20.0,34.0,-14.0,15.68,-7.82
2025,Oklahoma Baptist,0.0,1.0,-1.0,0.0,0.0
2025,Oklahoma State,40.0,31.0,9.0,30.86,14.82
2025,Old Dominion,12.0,32.0,-20.0,6.6,-5.9399999999999995
2025,Ole Miss,28.0,30.0,-2.0,24.55,9.97
2025,Oregon,11.0,14.0,-3.0,9.030000000000001,1.1800000000000015
2025,Oregon State,14.0,15.0,-1.0,7.74,-1.6099999999999994
2025,Ouachita Baptist,2.0,1.0,1.0,0.0,0.0
2025,Ouachita Baptist University,1.0,0.0,1.0,0.0,0.0
2025,Penn State,8.0,16.0,-8.0,7.02,-2.610000000000001
2025,PennWest California,0.0,4.0,-4.0,0.0,-1.68
2025,Pennsylvania,0.0,5.0,-5.0,0.0,-0.88
2025,Pittsburg St,0.0,2.0,-2.0,0.0,-0.86
2025,Pittsburgh,15.0,26.0,-11.0,12.0,-1.5299999999999994
2025,Portland State,3.0,6.0,-3.0,0.0,-2.52
2025,Prairie View A&M,21.0,3.0,18.0,1.6600000000000001,-0.8399999999999999
2025,Presbyterian,0.0,1.0,-1.0,0.0,-0.82
2025,Princeton,1.0,7.0,-6.0,0.0,-3.3499999999999996
2025,Purdue,51.0,56.0,-5.0,41.839999999999996,2.6599999999999966
2025,Rhode Island,11.0,2.0,9.0,2.58,1.7600000000000002
2025,Rice,11.0,21.0,-10.0,6.55,-2.670000000000001
2025,Richmond,3.0,10.0,-7.0,0.0,-5.92
2025,Robert Morris,8.0,5.0,3.0,0.0,-2.5
2025,Roosevelt,0.0,1.0,-1.0,0.0,0.0
2025,Rutgers,19.0,23.0,-4.0,15.41,3.710000000000001
2025,SMU,20.0,17.0,3.0,16.44,5.520000000000001
2025,Sacramento State,39.0,17.0,22.0,12.74,5.140000000000001
2025,Sacred Heart,1.0,3.0,-2.0,0.0,-1.68
2025,Saddleback College,1.0,0.0,1.0,0.0,0.0
2025,Saginaw Valley State,1.0,2.0,-1.0,0.0,-0.86
2025,Saint Francis,0.0,1.0,-1.0,0.0,0.0
2025,Saint Francis (PA),0.0,5.0,-5.0,0.0,-3.37
2025,Sam Houston,26.0,33.0,-7.0,14.77,2.1400000000000006
2025,Samford,11.0,7.0,4.0,0.0,-5.04
2025,San Diego,4.0,0.0,4.0,0.0,0.0
2025,San Diego State,19.0,25.0,-6.0,10.82,6.66
2025,San José State,13.0,16.0,-3.0,6.71,1.4900000000000002
2025,Savannah St,2.0,0.0,2.0,0.85,0.85
2025,Shaw,0.0,1.0,-1.0,0.0,-0.82
2025,Shepherd,1.0,2.0,-1.0,0.0,0.0
2025,Shepherd University,1.0,0.0,1.0,0.0,0.0
2025,Shippensburg,1.0,1.0,0.0,0.0,-0.81
2025,Shorter,0.0,1.0,-1.0,0.0,-0.82
2025,Slippery Rock,1.0,2.0,-1.0,0.0,-1.7
2025,South Alabama,23.0,24.0,-1.0,17.28,3.6700000000000017
2025,South Carolina,18.0,24.0,-6.0,15.79,1.4399999999999995
2025,South Carolina State,5.0,6.0,-1.0,0.0,-3.37
2025,South Dakota,12.0,8.0,4.0,1.68,-4.430000000000001
2025,South Dakota Mines,0.0,1.0,-1.0,0.0,-0.8
2025,South Dakota State,13.0,21.0,-8.0,0.83,-15.290000000000001
2025,South Florida,23.0,25.0,-2.0,10.08,-1.0
2025,Southeast Missouri State,5.0,5.0,0.0,0.0,-4.26
2025,Southeastern Louisiana,3.0,3.0,0.0,0.0,-0.83
2025,Southern,2.0,6.0,-4.0,0.0,-2.54
2025,Southern Illinois,3.0,9.0,-6.0,0.0,-4.27
2025,Southern Miss,52.0,42.0,10.0,33.31,18.400000000000002
2025,Southern Oregon,0.0,1.0,-1.0,0.0,0.0
2025,Southern Utah,7.0,7.0,0.0,0.0,-3.31
2025,Southwest Baptist,1.0,1.0,0.0,0.0,0.0
2025,Southwest Mississippi C.C.,2.0,0.0,2.0,0.82,0.82
2025,Southwestern College,1.0,0.0,1.0,0.0,0.0
2025,St. Thomas,3.0,4.0,-1.0,0.0,-3.3
2025,Stanford,17.0,27.0,-10.0,14.49,-1.700000000000001
2025,Stephen F. Austin,10.0,5.0,5.0,1.67,0.83
2025,Stetson,2.0,2.0,0.0,0.0,-0.83
2025,Stony Brook,4.0,3.0,1.0,0.84,-0.84
2025,Syracuse,16.0,26.0,-10.0,12.94,-0.7400000000000002
2025,TCU,11.0,19.0,-8.0,9.51,-2.3000000000000007
2025,Tarleton State,6.0,2.0,4.0,0.0,-0.86
2025,Temple,24.0,23.0,1.0,16.74,7.489999999999998
2025,Tennessee,7.0,24.0,-17.0,6.06,-11.48
2025,Tennessee State,12.0,15.0,-3.0,2.52,-5.050000000000001
2025,Tennessee Tech,12.0,4.0,8.0,0.82,-2.58
2025,Texas,11.0,13.0,-2.0,8.8,0.23000000000000043
2025,Texas A&M,13.0,30.0,-17.0,11.48,-6.789999999999999
2025,Texas A&M-Kingsville,1.0,1.0,0.0,0.0,0.0
2025,Texas Southern,4.0,8.0,-4.0,0.0,-2.49
2025,Texas State,34.0,34.0,0.0,19.04,2.009999999999998
2025,Texas Tech,21.0,24.0,-3.0,18.64,6.8100000000000005
2025,Texas-Permian Basin,3.0,1.0,2.0,0.0,-0.85
2025,Texas-Rio Grande Valley,11.0,1.0,10.0,0.0,0.0
2025,The Citadel,3.0,0.0,3.0,0.82,0.82
2025,Thomas More College,0.0,1.0,-1.0,0.0,-0.84
2025,Toledo,20.0,17.0,3.0,13.29,11.639999999999999
2025,Towson,7.0,2.0,5.0,2.5,2.5
2025,Trinity,2.0,0.0,2.0,0.83,0.83
2025,Trinity (Texas),1.0,0.0,1.0,0.0,0.0
2025,Trinity Valley C.C.,2.0,0.0,2.0,0.79,0.79
2025,Troy,4.0,12.0,-8.0,1.7,-5.85
2025,Tufts University,0.0,1.0,-1.0,0.0,0.0
2025,Tulane,30.0,27.0,3.0,19.29,3.0599999999999987
2025,Tulsa,31.0,34.0,-3.0,22.419999999999998,10.519999999999998
2025,Tuskegee,2.0,0.0,2.0,0.0,0.0
2025,Tyler J.C. ,1.0,0.0,1.0,0.0,0.0
2025,UAB,29.0,37.0,-8.0,16.669999999999998,0.6699999999999982
2025,UC Davis,9.0,2.0,7.0,0.85,-0.89
2025,UCF,38.0,50.0,-12.0,29.07,2.710000000000001
2025,UCLA,30.0,35.0,-5.0,24.98,10.42
2025,UConn,23.0,22.0,1.0,14.2,8.219999999999999
2025,UL Monroe,14.0,22.0,-8.0,10.799999999999999,3.1099999999999994
2025,UNC-Pembroke,3.0,1.0,2.0,0.0,0.0
2025,UNLV,40.0,43.0,-3.0,22.71,0.7300000000000004
2025,USC,15.0,28.0,-13.0,13.07,-6.18
2025,UT Martin,8.0,7.0,1.0,0.0,-2.57
2025,UT-Rio Grande Valley,3.0,0.0,3.0,0.0,0.0
2025,UT-Rio Grande Valley (Do not use),1.0,0.0,1.0,0.0,0.0
2025,UTEP,26.0,39.0,-13.0,13.309999999999999,1.549999999999999
2025,UTSA,20.0,20.0,0.0,12.61,5.749999999999999
2025,UVA Wise,1.0,0.0,1.0,0.0,0.0
2025,University of Charleston,0.0,1.0,-1.0,0.0,-0.84
2025,Upper Iowa University,1.0,1.0,0.0,0.0,0.0
2025,Utah,21.0,33.0,-12.0,16.39,-4.84
2025,Utah State,24.0,38.0,-14.0,14.7,-3.8999999999999986
2025,Utah Tech,9.0,8.0,1.0,0.0,-3.32
2025,VMI,0.0,2.0,-2.0,0.0,-1.68
2025,Valdosta State,5.0,4.0,1.0,0.0,-3.27
2025,Valparaiso,0.0,2.0,-2.0,0.0,-1.67
2025,Vanderbilt,20.0,21.0,-1.0,15.55,4.620000000000001
2025,Villanova,3.0,2.0,1.0,0.0,-0.85
2025,Virginia,31.0,23.0,8.0,25.85,18.220000000000002
2025,Virginia Tech,30.0,31.0,-1.0,24.89,4.460000000000001
2025,Virginia Union,0.0,3.0,-3.0,0.0,-2.56
2025,Wagner,1.0,2.0,-1.0,0.0,-1.67
2025,Wake Forest,33.0,27.0,6.0,27.34,10.11
2025,Walsh,0.0,1.0,-1.0,0.0,-0.84
2025,Washburn,1.0,2.0,-1.0,0.0,-0.88
2025,Washington,18.0,32.0,-14.0,12.07,-5.140000000000001
2025,Washington State,34.0,70.0,-36.0,21.06,-5.460000000000001
2025,Wayne State,1.0,1.0,0.0,0.0,-0.81
2025,Weber State,7.0,8.0,-1.0,1.67,-1.71
2025,West Alabama,0.0,2.0,-2.0,0.0,-0.82
2025,West Chester,1.0,1.0,0.0,0.0,0.0
2025,West Florida,2.0,5.0,-3.0,0.0,-2.4899999999999998
2025,West Georgia,5.0,9.0,-4.0,0.0,-3.3499999999999996
2025,West Liberty,0.0,2.0,-2.0,0.0,-0.81
2025,West Texas A&M,5.0,1.0,4.0,0.0,-0.82
2025,West Virginia,51.0,50.0,1.0,41.85,11.250000000000004
2025,West Virginia State,0.0,1.0,-1.0,0.0,0.0
2025,Western Carolina,5.0,10.0,-5.0,0.83,-5.13
2025,Western Colorado,0.0,1.0,-1.0,0.0,-0.83
2025,Western Illinois,3.0,6.0,-3.0,0.0,-2.54
2025,Western Kentucky,42.0,39.0,3.0,27.419999999999998,11.479999999999999
2025,Western Michigan,23.0,28.0,-5.0,11.64,5.74
2025,William & Mary,4.0,3.0,1.0,0.83,-0.020000000000000018
2025,William Jewell College,1.0,0.0,1.0,0.0,0.0
2025,Wilson,0.0,1.0,-1.0,0.0,-0.87
2025,Wingate,1.0,2.0,-1.0,0.0,-0.85
2025,Winona State,0.0,1.0,-1.0,0.0,0.0
2025,Winston-Salem State,1.0,0.0,1.0,0.0,0.0
2025,Wisconsin,18.0,33.0,-15.0,15.59,-1.6499999999999986
2025,Wittenberg,1.0,0.0,1.0,0.0,0.0
2025,Wofford,6.0,3.0,3.0,0.0,-0.85
2025,Wyoming,17.0,22.0,-5.0,5.82,-1.8099999999999996
2025,Yale,1.0,13.0,-12.0,0.85,-4.15
2025,Youngstown State,4.0,9.0,-5.0,0.0,-3.34
