season,team,QB1,RB1,FB1,WR1,WR2,TE1,OL1,OL2,OL3,OL4,OL5,DL1,DL2,DL3,DL4,LB1,LB2,LB3,DB1,DB2,DB3,DB4,PK1,P1
2021,Arkansas-Pine Bluff,,,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,0.0
2021,Oklahoma,5.0,4.0,0.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,
2021,Incarnate Word,3.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,,0.0
2021,Maine,,3.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,
2021,Monmouth,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2021,Fordham,,,0.0,2.0,2.0,0.0,3.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,0.0,
2021,Bryant,,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0
2021,Buffalo,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,
2021,UT Martin,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,,,3.0,,,,,0.0
2021,East Tennessee State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,0.0
2021,Norfolk State,2.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Iowa,3.0,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,
2021,Baylor,4.0,4.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
2021,Samford,,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,3.0,
2021,South Dakota State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2021,Utah State,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
2021,LSU,4.0,5.0,0.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0
2021,Arizona State,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0
2021,Central Connecticut,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,0.0
2021,Western Illinois,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,,,,3.0,2.0,,,,
2021,Arkansas,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,
2021,Central Arkansas,3.0,3.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,3.0,2.0,,,3.0,3.0,,3.0,,,,2.0,0.0
2021,Northwestern State,,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,0.0
2021,The Citadel,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,0.0
2021,Weber State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,,
2021,Georgia State,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,West Virginia,,3.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
2021,New Hampshire,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,0.0,
2021,William & Mary,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,,,,
2021,Illinois,4.0,4.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0
2021,Rhode Island,4.0,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,,3.0,3.0,,,,,,,
2021,Mississippi State,,4.0,0.0,4.0,4.0,0.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
2021,Michigan,5.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,2.0
2021,Kent State,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2021,UTEP,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,,2.0,
2021,Stony Brook,,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,,,,,,,,,,0.0
2021,UAlbany,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Murray State,,3.0,0.0,,,,,0.0,0.0,0.0,0.0,3.0,,,,,,,2.0,,,,,0.0
2021,Towson,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,,
2021,Jackson State,4.0,2.0,0.0,4.0,,,0.0,0.0,0.0,0.0,0.0,4.0,3.0,,0.0,,,,3.0,3.0,,,,
2021,Western Kentucky,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
2021,Southern Illinois,,2.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,3.0,,,,2.0,,,3.0,,,,,0.0
2021,Houston,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2021,Idaho,3.0,2.0,0.0,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,3.0,,,0.0,3.0,2.0,,2.0,2.0,2.0,2.0,,
2021,Washington,5.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,
2021,TCU,4.0,5.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0
2021,Florida,4.0,5.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0
2021,Georgia Tech,4.0,4.0,0.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
2021,Georgia,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,
2021,Kentucky,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0
2021,Missouri,4.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0
2021,Eastern Kentucky,,,0.0,3.0,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,2.0,2.0,,,,2.0
2021,Oklahoma State,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0
2021,Louisiana Tech,4.0,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,0.0
2021,Tennessee,4.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,
2021,San José State,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Texas A&M,4.0,4.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,
2021,Arizona,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
2021,Iowa State,4.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2021,Oregon,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,
2021,Boston College,4.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,
2021,Troy,,3.0,0.0,2.0,,,,,,,,3.0,3.0,2.0,,4.0,4.0,,4.0,3.0,3.0,,,
2021,Florida A&M,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,2.0,,,
2021,Nicholls,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,2.0,,,,,0.0
2021,Texas,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0
2021,SE Louisiana,3.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,3.0,,,,,,,,
2021,Jacksonville State,4.0,3.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,3.0,,,,,
2021,Clemson,5.0,5.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0
2021,Hawai'i,3.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
2021,Duquesne,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,2.0,,,,
2021,Southern Miss,3.0,3.0,0.0,3.0,,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
2021,Cincinnati,,4.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
2021,Middle Tennessee,4.0,4.0,0.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Abilene Christian,3.0,,0.0,,,,,,0.0,0.0,0.0,,,,,3.0,,,2.0,,,,,
2021,Purdue,4.0,3.0,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0
2021,New Mexico State,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,
2021,Wisconsin,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0
2021,Texas State,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Vanderbilt,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0
2021,Colorado,3.0,4.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0
2021,Louisville,3.0,4.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0
2021,Prairie View A&M,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,3.0,2.0,,,,
2021,Missouri State,,2.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
2021,UCLA,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0
2021,North Carolina Central,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,2.0,,,,,0.0
2021,Bethune-Cookman,,,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,,,,,3.0
2021,Miami (OH),3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,Florida International,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2021,Southern,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,3.0,3.0,2.0,,0.0,0.0
2021,App State,,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,Kennesaw State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,3.0,3.0,3.0,,,0.0
2021,Georgia Southern,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Nevada,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,San Diego State,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,Delaware,,2.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,2.0,,,,3.0,,,3.0,,,,,
2021,Syracuse,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,
2021,Old Dominion,3.0,3.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0
2021,Chattanooga,,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,
2021,Hampton,,3.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,3.0,,,,0.0,
2021,Rutgers,4.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,3.0
2021,Alcorn State,,3.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,3.0,,,2.0,,,,,
2021,Indiana,3.0,5.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,
2021,Northwestern,4.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2021,New Mexico,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,North Texas,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Eastern Michigan,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2021,Memphis,4.0,4.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,,,4.0,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,,,3.0,
2021,McNeese,,2.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,4.0,3.0,2.0,,,
2021,Duke,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,,3.0
2021,South Dakota,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,
2021,Marshall,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0
2021,Grambling,3.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,3.0,3.0,,,,0.0
2021,Mercer,3.0,3.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,2.0,,,2.0,,,,0.0,
2021,Elon,,3.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,3.0,2.0,2.0,,
2021,UConn,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,
2021,Michigan State,,3.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,
2021,Temple,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,
2021,Stanford,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
2021,Massachusetts,3.0,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,4.0,3.0,3.0,3.0,,2.0
2021,Alabama State,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Villanova,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Idaho State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,3.0,,,,0.0,
2021,Tennessee State,,2.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,
2021,Richmond,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,3.0,,,,
2021,Bowling Green,3.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,
2021,Air Force,2.0,2.0,,,,3.0,3.0,2.0,,,,3.0,3.0,2.0,,3.0,2.0,,3.0,2.0,2.0,,,2.0
2021,Penn State,4.0,5.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,
2021,Wofford,2.0,,,,,2.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,2.0,,,,,,,,0.0
2021,Wagner,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2021,Maryland,4.0,3.0,0.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0
2021,Notre Dame,4.0,4.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,
2021,Tennessee Tech,,2.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,South Carolina State,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,2.0,2.0,,,0.0,
2021,Colgate,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,0.0,
2021,Holy Cross,3.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,2.0,2.0,,,,0.0
2021,Howard,,,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,0.0
2021,Lafayette,2.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Lamar,,3.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,3.0,,,,,,,3.0,,,,0.0,0.0
2021,Yale,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,0.0,
2021,Furman,,,0.0,3.0,2.0,2.0,,,0.0,0.0,0.0,,,,,,,,3.0,2.0,2.0,,,0.0
2021,VMI,,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,,,,,
2021,Southeast Missouri State,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,2.0,,,,
2021,Houston Christian,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,
2021,Stephen F. Austin,2.0,3.0,0.0,3.0,3.0,,,0.0,0.0,0.0,0.0,3.0,,,,2.0,,,3.0,2.0,,,,
2021,Army,3.0,3.0,,2.0,,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,
2021,Long Island University,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
2021,Bucknell,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,2.0,,,,0.0,
2021,Navy,3.0,3.0,,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,3.0,3.0,2.0,,2.0
2022,Kent State,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2022,Mississippi State,4.0,4.0,0.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0
2022,Alabama,5.0,5.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,
2022,Rice,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0
2022,Temple,4.0,3.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,
2022,Marshall,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,2.0
2022,Michigan,5.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0
2022,Akron,3.0,3.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,,2.0
2022,Eastern Washington,3.0,3.0,0.0,3.0,3.0,2.0,3.0,,,,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,0.0
2022,Dartmouth,,,0.0,,,,,,,,,,,,,,,,,,,,,
2022,Indiana,4.0,4.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,
2022,Western Carolina,,3.0,0.0,3.0,3.0,,,,,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,,
2022,Western Kentucky,2.0,4.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
2022,San Diego,3.0,,,3.0,3.0,,,,,,,3.0,,,,,,,,,,,,0.0
2022,Cincinnati,3.0,4.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,3.0
2022,Campbell,3.0,3.0,0.0,3.0,3.0,3.0,3.0,,,,,3.0,,,,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,
2022,Georgetown,3.0,2.0,0.0,2.0,,,,,,,,3.0,2.0,2.0,,,,,2.0,,,,,
2022,Sacramento State,2.0,3.0,0.0,2.0,,,2.0,2.0,,,,4.0,,,,2.0,,,3.0,,,,,
2022,Lehigh,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,0.0
2022,Washington State,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
2022,Navy,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0
